126,Cisco Meeting Server Intermediate (COLLAB250) v4.0\nThe Cisco Meeting Server Intermediate (COLLAB250) v4.0 course shows you how to install\, troubleshoot\, and maintain Cisco� Meeting Servers.
127,SSO-Cisco Stealthwatch for Security\nThis course focuses on using the Cisco Stealthwatch system from the perspective of a security analyst.\nGK# 821421\nVendor# SSO
128,Introduction to Cisco IOS XR-IOSXR100\nLearn about the features and functions of the Cisco IOS XR Software operating system.
129,DTSIP - SIP Trunk Operations\nLearn the features and functionality of the SIP protocol\, as implemented in Cisco�s Collaboration deployments.
130,SEGRTE201 - Implementing Segment Routing on Cisco IOS XR\nThis course covers the fundamental concepts of segment routing.
131,CPNR 10.0 - Cisco Prime Network Registrar\nLearn the advanced knowledge required to successfully deploy\, maintain\, and troubleshoot CPNR in a typical network environment.
132,SECICC - Introducing Cisco Cloud Consumer Security  v1.0\nThe Introducing Cisco Cloud Consumer Security (SECICC) v1.0 course provides a technical overview of basic concepts and components of the cloud\, and the Cisco solutions that secures your cloud-based environment.
133,Cisco U. All Access\nCisco U. subscriptions provide digital content in an all-new learning experience. You�ll find personalized guidance\, a catalog of Cisco and multi-vendor training\, and a global community for discussion and support.
134,CPCP-Implementing Cisco Prime Cable Provisioning 6.1 Broadband Access Center � BAC\nLearn the Prime Cable Provisioning (PCP) architecture\, PCP installation in a Linux environment\, and more.
135,ENWLSD - Designing Cisco Enterprise Wireless Networks v2.0\nPlan advanced designs for Cisco wireless networks and products.
136,CCER - Reporting Cisco Contact Center Enterprise v1.0\nReporting solutions for end-to-end reporting in a CCE deployment.
137,ENSDWI - Implementing Cisco SD-WAN Solutions v3.0\nThis course helps you prepare to take the Implementing Cisco SD-WAN Solutions (300-415 ENSDWI) exam which is part of the CCNP� Enterprise certification.
138,Administering Cisco UCS with Intersight (DCUCAI)\nDCUCAI\, Administering Cisco Data Center Unified Computing System with Intersight.
139,NSO201 - Cisco NSO Essentials for Programmers and Network Architects v4.2\nBe able to install Cisco Network Services Orchestrator (NSO) and use it to manage devices and create services based on YANG templates with XPath.
140,CCET � Troubleshooting Cisco Contact Center Enterprise\nThis Troubleshooting Cisco Contact Center Enterprise course is focused on Day 2 support of a PCCE deployment by Tier 3 support personnel.
141,CSWADV - Cisco Secure Workload Firewall Enforcement Agents\, Data Flow Mapping\, and Advanced Policy Deployment\nCisco Secure Workload Firewall Enforcement Agents\, Data Flow Mapping\, and Advanced Policy Deployment\, CSWADV\, is a 5-day course exploring telemetry data\, the flows corpus\, and how Cisco Secure Workload Firewall Agent provides enforcement. This course will provide the details and hands-on activities necessary to successfully deploy\, manage\, and troubleshoot policies in Cisco Secure Workload.
142,DCNXA-Implementing Cisco Nexus 9000 Switches in NX-OS Mode - Advanced\nThe Implementing Cisco Nexus 9000 Switches in NX-OS Mode � Advanced (DCNXA) course provides advanced training in applying and managing the Cisco Nexus� 9000 Series Switches in NX-OS mode.
143,MPLS - Implementing Cisco MPLS v3.0\nLearn to deploy MPLS and MPLS VPN infrastructures.
144,ENAUI-Implementing Automation for Cisco Enterprise Solutions v1.2\nIntegrate programmability and automation in Cisco-powered Enterprise Campus and Wide Area Networks (WAN) using programming concepts\, orchestration\, telemetry\, and automation tools to create more efficient workflows and more agile networks.
145,VII - Cisco Video Infrastructure Implementation\nThis course will provide you with the necessary knowledge and skills to implement a complete Cisco TelePresence solution\, including TelePresence endpoints\, integration of premise with cloud solutions\, meeting solutions\, and management software. It describes Cisco business TelePresence solutions and enables students to implement and troubleshoot basic and advanced TelePresence network solutions.
146,Cisco U. Essentials\nCisco U. subscriptions provide digital content in an all-new learning experience. You�ll find personalized guidance\, a catalog of Cisco and multi-vendor training\, and a global community for discussion and support.
147,DCIT - Troubleshooting Cisco Data Center Infrastructure v7.1\nLearn to diagnose LAN\, SAN\, Cisco Data Center Unified Fabric\, Cisco Unified Computing System and Cisco Application-Centric Infrastructure.
148,CLCOR - Implementing and Operating Cisco Collaboration Core Technologies v1.2\nImplement and deploy core collaboration and networking technologies featuring Cisco Unified Communications Manager.
149,WLFNDU - Understanding Cisco Wireless Foundations v2.0\nLearn foundational knowledge that will prepare you for the professional-level enterprise wireless courses and certification exams.
150,DCAUI - Implementing Automation for Cisco Data Center Solutions v1.2\nImplement Cisco Data Center automated solutions including programming concepts\, orchestration\, and automation tools.
151,DCACIA - Implementing Cisco Application Centric Infrastructure � Advanced v1.2\nUnderstand\, configure\, and manage Cisco Nexus 9000 Series Switches in ACI mode
152,DCACI - Implementing Cisco Application Centric Infrastructure v1.2\nThis course helps you prepare to take the exam\, Implementing Cisco Application Centric Infrastructure (300-620 DCACI).
153,CCEAA-Cisco Contact Center Enterprise Advanced Administration v1.0\nCisco Contact Center Enterprise Advanced Administration (CCEAA).
154,SNO-Cisco Stealthwatch for Network Operations\nCisco Stealthwatch for Network Operations is a lab intensive course that focuses on how to monitor your network's health and provides helpful workflows that allow you to quickly react to common network operations issues.
155,CBROPS - Understanding Cisco Cybersecurity Operations Fundamentals v1.0\nRecommended as preparation for the following exams: \n200-201 - CBROPS Understanding Cisco Cybersecurity Operations Fundamentals
156,SESA-Securing Email with Cisco Email Security Appliance V 3.1\nLearn to deploy high-availability email protection against the dynamic\, rapidly changing threats affecting your organization as well as Gain leading-edge career skills focused on enterprise security.
157,CLICA - Implementing Cisco Collaboration Applications v1.1\nGain the knowledge and skills to streamline communication protocols\, strengthen compliance measures\, and enhance your communication systems and devices using Cisco Unified IM & Presence\, Cisco Unity Connection and Cisco Unity Express\,
158,ACUCW2 - Administering Cisco Unified Communications Workspaces Part 2 (v12.5): Advanced Administration for Multisite Deployments\nCisco Unified Communications Manager Software v12.5 | Cisco IM&P v12.5
159,CCEI � Implementing Cisco Contact Center Enterprise v1.0\nThe Implementing Cisco Contact Center Enterprise (CCEI) v1.0 course teaches you how to build and implement a Cisco� Packaged Contact Center Enterprise (PCCE) solution\, including advanced integration of external data\, Single Sign-On (SSO)\, and process detail for the Contact Center Enterprise (CCE) solution with examples of the various deployment models
160,DCCUCS - Configuring Cisco Unified Computing System v1.0\nThis course shows you how to deploy\, secure\, operate\, and maintain Cisco Unified Computing System (Cisco UCS) B-series blade servers\, Cisco UCS C-Series\, and S-Series rack servers for use in data centers.
161,SSA-Cisco Stealthwatch for System Administrators\nThis course focuses on a step-by-step framework for completing initial configuration tasks and getting Cisco Stealthwatch System up and running in the network.\nGK# 821417\nVendor# SSA
162,ECMS2-Engineering Cisco Meraki Solutions Part 2 v2.0\nThe course\, Engineering Cisco Meraki Solutions Part 2 (ECMS2) v1.0 elevates your knowledge of Cisco Meraki technology.
163,BGP - Configuring BGP on Cisco Routers v4.0\nLearn to optimally deploy BGP in your network.
164,INCVDO-Cisco CyberVision Deployment and Operation\nINCVDO\, Cisco CyberVision Deployment and Operation\, is a 3-day instructor-led course. Security is every enterprise�s top priority in today�s connected world and keeping enterprise architecture secure will protect business values and outcomes. Thus\, a critical element to the success of any network is ensuring and maintaining security � it�s a need that is applicable to all networks and network devices\, including those that power Cisco Internet of Things technologies and solutions
165,SSFAMP � Protecting Against Malware Threats with Cisco AMP for Endpoints v6.0\nLearn to deploy and use Cisco AMP for Endpoints\, a next-generation endpoint security solution that prevents\, detects\, and responds to advanced threats.
166,CLAUI - Implementing Automation for Cisco Collaboration Solutions v1.0\nImplement automated and programmable Cisco Collaboration solutions for voice\, video\, collaboration\, and conferencing on-premises or in the cloud.
167,DCIIA-Data Center Integrated Infrastructure Administration\nData Center Integrated Infrastructure Administration is a 5-day instructor-led course designed to provide learners with experience planning\, designing\, and implementing integrated infrastructure platforms that include Cisco Unified Computing System servers\, Cisco Nexus fabric\, VMware vSphere virtualization platform\, NetApp� and other 3rd party unified storage systems.
168,SVPN - Implementing Secure Solutions with Virtual Private Networks v1.0\nLearn to implement\, configure\, monitor\, and support enterprise Cisco Virtual Private Network (VPN) solutions.
169,DTCSM - Cisco Customer Success Manager v2.2\nLearn how to optimize customer lifecycle journey\, increasing the value realized by the customer\, and maximizing your likelihood to maintain their loyalty and renew or expand their business opportunities.
170,SPFNDU - Understanding Cisco Service Provided Network Foundations v1.0\nUnderstand the architectures\, protocols\, and software and hardware platforms for Cisco Service Provider solutions.
171,SSFSNORT - Securing Cisco Networks with Open Source Snort� v2.1\nLearn how to build and manage a Snort� system using open source tools\, plug-ins\, as well as the Snort rule language to help manage\, tune\, and deliver feedback on suspicious network activity.
172,Cisco Optical Technology Advanced (OPT300)\nLearn the advanced features of Cisco ONS 15454 Multiservice Transport Platform (MSTP) and Network Convergence System (NCS) 2000 Series dense wavelength-division multiplexing (DWDM).
173,DEVIOT - Developing Solutions Using Cisco IoT and Edge Platforms v1.0\nDevelop Internet of Things (IoT) applications for Cisco IoT edge compute and network architectures.
174,CCNA-Implementing and Administering Cisco Solutions v2.0 Boot Camp\nGain the foundational knowledge and skills necessary to install\, configure\, and operate a small to medium-sized Cisco network.
175,CCEF � Understanding Cisco Contact Center Foundations v1.0\nA 1-day overview of the Cisco Packaged Contact Center Enterprise and Unified Contact Center Enterprise solutions based on version 12.5.
176,ENARSI - Implementing Cisco Enterprise Advanced Routing and Services v1.0\nLearn to install\, configure\, operate and troubleshoot a Cisco enterprise network including advanced routing and infrastructure technologies.
177,VWAAS - Cisco Virtual Wide Area Application Services v1.0\nLearn how to deploy\, configure\, operate\, maintain and support a solution using Cisco Virtual Wide-Area Application Services (VWAAS) that provides performance optimization for application data over WAN.
178,ENC9K - Implementing Cisco Catalyst 9000 Switches v4.0\nThe ENC9K - Implementing Cisco Catalyst 9000 Switches course introduces you to the architecture\, capabilities\, and implementation of the Cisco Catalyst 9000 switching platform.
179,SPAUI - Implementing Automation for Cisco Service Provider Solutions v1.2\nImplement and support automation solutions in a Cisco Service Provider network infrastructure\, using network programmability principles\, protocols\, tools\, and mechanisms.
180,SWAT-Cisco Stealthwatch Tuning\nThis course provides resources to make the configuration and use of the Cisco Stealthwatch System manageable
181,Configuring Cisco Catalyst 9800 and Intro to WIFI6 v1.0 (C98WF6)\nConfiguring Cisco Catalyst 9800 and Intro to WIFI6 v1.0 is a three-day course designed to help students understand how the Catalyst 9800 Series wireless controllers combine the best of RF excellence with IOS XE benefits.
182,Migrate SQL Server workload to Azure SQL (DP-3001)\nLearn how to assess SQL Server components and compatibility for migration using the Azure SQL Migration Extension and Database Migration Assistant.
183,DNAAS - Leveraging Cisco Intent-Based Networking DNA Assurance v2.1\nLeveraging Cisco Intent-Based Networking DNA Assurance (DNAAS) Version 2.1 is a three-day course that provides you with the skills to monitor and troubleshoot a traditional brownfield network infrastructure by using Cisco DNA Assurance.
184,Administering Cisco Umbrella Operations-(ADMUMB)\nLearn about Cisco Umbrella.
185,SECCLD - Securing Cloud Deployments with Cisco Technologies v1.0\nLearn to deploy and troubleshoot Cisco cloud security solutions.
186,IADNACA - Implementing and Administering DNA Center for Assurance v2. (5 Days)\nThe Implementing and administering DNA center for assurance (IADNACA) is a 5-day course. In this course participants learn why we are implementing Assurance\, and what does looks like and key features. We will also discuss the Cisco DNA center appliance and workflow and tasks associated with an implementation. Learn how to integrate DNAC with Umbrella\, ThousandEyes and learn about AI Analytics and Machine Learning.\nGK# 821641\nVendor# IADNACA
187,DCCOR - Implementing and Operating Cisco Data Center Core Technologies v1.2\nPrepare for advanced-level data center roles and the Cisco CCNP Data Center and CCIE Data Center certification exams.
188,CLCEI - Implementing Cisco Collaboration Cloud and Edge Solutions v1.1\nUnderstand Cisco Expressway Series solutions and prepare for the 300-820 Implementing Cisco Collaboration Cloud and Edge Solutions exam.
189,ECMS1 - Engineering Cisco Meraki Solutions Part 1 v2.0\nThe Engineering Cisco Meraki Solutions Part 1 (ECMS1) v20 course equips students with the knowledge and skills to confidently operate Cisco Meraki deployments.
190,IP6FD - IPv6 Fundamentals\, Design\, and Deployment v3.0\nGain the knowledge and skills you need to configure the Cisco IOS software IPv6 features.
191,SCOR - Implementing and Operating Cisco Security Core Technologies v1.0\nYou will learn CCNP Security and CCIE Security certifications and for senior-level security roles featuring Cisco security solutions.
192,5GCOPS-Operationalizing Cisco 5G Solutions\nThis course addresses 5G technologies and includes the latest research and industry techniques needed to give you the necessary resources\, tools and pointers to build and operate 5G networks that organizations are looking for.
193,CBRFIR - Conducting Forensic Analysis and Incident Response Using Cisco Technologies for CyberOps v1.0\nThe Conducting Forensic Analysis and Incident Response Using Cisco Technologies for CyberOps (CBRFIR) course helps build your Digital Forensics and Incident Response (DFIR) and cybersecurity knowledge and skills. The course prepares you to identify and respond to cybersecurity threats\, vulnerabilities\, and incidents.
194,CLACCM - Implementing Cisco Advanced Call Control and Mobility Services v1.0\nLearn to use Cisco Unified Communications Manager features to consolidate your communications infrastructure into a scalable\, portable\, and secure collaboration solution.
195,ADVACI- Advanced ACI\nAdvanced ACI is a 5-day course designed to help students understand new and advanced features of Cisco ACI 5.x with VMware v6.x that help simplify\, scale\, and optimize complex data center networking environments
196,SFWIPF - Fundamentals of Cisco Firewall Threat Defense and Intrusion Prevention\nThis Fundamentals of Cisco Firewall Threat Defense and Intrusion Prevention (SFWIPF) course shows you how to implement and configure Cisco Secure Firewall Threat Defense for deployment as a next generation firewall at the internet edge. You'll gain an understanding of Cisco Secure Firewall architecture and deployment\, base configuration\, packet processing and advanced options\, and conducting Secure Firewall administration troubleshooting.
197,DCFNDU - Understanding Cisco Data Center Foundations v1.1\nGain the foundational knowledge and skills needed to configure Cisco data center technologies including: networking\, virtualization\, storage area networking\, and unified computing.
198,ACCXSL-Advanced Contact Center Express Scripting Labs\nAdvanced Contact Center Express Scripting Labs (ACCXSL) is a 5-day instructor-led\, lab-intensive course intended for experienced Unified Contact Center Express (CCX) administrators.
199,CBRCOR-Performing CyberOps Using Cisco Security Technologies\n350-201 Performing CyberOps Using Cisco Security Technologies (CBRCOR) is a 120-minute exam associated with the Cisco CyberOps Professional Certification. The multiple-choice format tests knowledge of core cybersecurity operations including cybersecurity fundamentals\, techniques\, policies\, processes\, and automation
200,SDAISE - Software Defined Access & ISE Integration for Policy Deployment & Enforcement v1.0\nUnderstand the role of ISE in a SD-Access solution.
201,Cisco Optical Technology Intermediate (OPT200)\nLearn the skills necessary to deploy a Cisco Optical Networking System (ONS) 15454 Multiservice Transport Platform (MSTP) network from installation to protection.
202,DEVCOR � Developing Applications Using Cisco Core Platforms and APIs v2.0\nThe Developing Applications Using Cisco Core Platforms and APIs training shows you how to implement network applications using Cisco platforms as a base\, from initial software design to diverse system integration\, as well as testing and deployment automation.
203,NSO300 - Cisco NSO Advanced for Python Programmers v4.0\nIntroduces learners to developing advanced services using Cisco Network Services Orchestrator (NSO) programmability with Python scripting.
